log_Right_side_window_pose-tf_efficientnetv2_l_in21k,log_Rear_view_pose-tf_efficientnetv2_l_in21k,log_Dashboard_pose-tf_efficientnetv2_l_in21k,log_Dashboard_image-tf_efficientnetv2_l_in21k,log_Rear_view_image-tf_efficientnetv2_l_in21k,log_Right_side_window_image-tf_efficientnetv2_l_in21k,log_Dashboard_image-tf_efficientnetv2_m_in21k,log_Right_side_window_image-tf_efficientnetv2_m_in21k,log_Rear_view_image-tf_efficientnetv2_m_in21k,log_Dashboard_pose-tf_efficientnetv2_m_in21k,log_Right_side_window_pose-tf_efficientnetv2_m_in21k,log_Rear_view_pose-tf_efficientnetv2_m_in21k,log_Dashboard_image-tf_efficientnetv2_s_in21k,log_Right_side_window_image-tf_efficientnetv2_s_in21k,log_Rear_view_image-tf_efficientnetv2_s_in21k,log_Rear_view_pose-tf_efficientnetv2_s_in21k,log_Dashboard_pose-tf_efficientnetv2_s_in21k,log_Right_side_window_pose-tf_efficientnetv2_s_in21k
0.7953330092367525,0.8045697617890131,0.8454059309674283,0.842002916869227,0.797277588721439,0.771025765678172,0.8128342245989305,0.7515799708313077,0.7739426349052018,0.8065143412736996,0.768595041322314,0.7676227515799708,0.7841516771998055,0.7535245503159942,0.772484200291687,0.7510938259601361,0.8035974720466699,0.7729703451628586
0.8006806028196403,0.8157510938259601,0.8342245989304813,0.8410306271268838,0.7817209528439475,0.7642197374817695,0.8176956733106465,0.7355371900826446,0.7739426349052018,0.8210986874088478,0.768595041322314,0.8001944579484687,0.8079727758872144,0.7233835683033544,0.7481769567331065,0.7613028682547399,0.78852698104035,0.7627613028682547
0.7865824015556636,0.8079727758872144,0.8439474963539134,0.8517258142926593,0.7967914438502673,0.7817209528439475,0.8070004861448712,0.7452600875060769,0.777345649003403,0.8381137578998542,0.7822070977151191,0.7802625182304327,0.8167233835683033,0.7287311618862421,0.7457462323772485,0.7583859990277103,0.7880408361691784,0.7695673310646572
0.797277588721439,0.8138065143412737,0.8240155566358774,0.8317938745746233,0.7933884297520661,0.7758872143898882,0.7865824015556636,0.7656781720952844,0.7554691298006806,0.8332523091881381,0.786096256684492,0.774914924647545,0.7846378220709771,0.7379679144385026,0.7666504618376276,0.7593582887700535,0.8006806028196403,0.7593582887700535
0.7997083130772971,0.8099173553719008,0.8434613514827418,0.8317938745746233,0.7948468643655809,0.7632474477394263,0.839572192513369,0.7569275644141954,0.7890131259115216,0.8517258142926593,0.7797763733592611,0.8079727758872144,0.8225571220223626,0.735051045211473,0.7666504618376276,0.7506076810889645,0.828390860476422,0.7491492464754497
0.7768595041322314,0.7953330092367525,0.8483228001944579,0.8390860476421974,0.7812348079727759,0.8031113271754983,0.8366553232863393,0.7515799708313077,0.7831793874574623,0.8249878463782208,0.7647058823529411,0.7856101118133204,0.806028196402528,0.7263004375303841,0.7078269324258629,0.743801652892562,0.7977637335926105,0.7719980554205154
0.7963052989790957,0.8254739912493924,0.8385999027710258,0.8512396694214877,0.7997083130772971,0.7802625182304327,0.8298492950899368,0.7739426349052018,0.786096256684492,0.8361691784151677,0.7758872143898882,0.7671366067087992,0.8191541079241614,0.735051045211473,0.7408847836655323,0.7467185221195917,0.7894992707826932,0.7554691298006806
0.7924161400097229,0.7963052989790957,0.8478366553232863,0.8366553232863393,0.8055420515313564,0.7676227515799708,0.8118619348565873,0.7719980554205154,0.7778317938745746,0.8313077297034517,0.7719980554205154,0.7792902284880895,0.8026251823043267,0.7394263490520175,0.752552260573651,0.7695673310646572,0.8201263976665046,0.7544968400583374
0.8035974720466699,0.7890131259115216,0.8473505104521147,0.8434613514827418,0.7817209528439475,0.772484200291687,0.8322800194457949,0.7719980554205154,0.7807486631016043,0.8332523091881381,0.7899854156538648,0.7559552746718522,0.8035974720466699,0.7496353913466213,0.7754010695187166,0.7729703451628586,0.8249878463782208,0.7491492464754497
0.7914438502673797,0.7788040836169179,0.8497812348079727,0.8099173553719008,0.8026251823043267,0.7695673310646572,0.8366553232863393,0.7583859990277103,0.7890131259115216,0.8332523091881381,0.7797763733592611,0.7938745746232377,0.8026251823043267,0.7335926105979582,0.7768595041322314,0.7379679144385026,0.8026251823043267,0.7384540593096743
0.7802625182304327,0.8055420515313564,0.8672824501701507,0.8254739912493924,0.7992221682061255,0.743801652892562,0.8332523091881381,0.7700534759358288,0.7870685464268352,0.8376276130286825,0.7938745746232377,0.7778317938745746,0.8035974720466699,0.7418570734078755,0.766164316966456,0.768595041322314,0.8215848322800194,0.7622751579970831
0.7870685464268352,0.8157510938259601,0.8551288283908605,0.8551288283908605,0.7914438502673797,0.7622751579970831,0.8361691784151677,0.768595041322314,0.786096256684492,0.83082158483228,0.7929022848808945,0.7666504618376276,0.7982498784637823,0.737481769567331,0.7758872143898882,0.7520661157024794,0.8240155566358774,0.7588721438988819
0.7904715605250364,0.8021390374331551,0.859504132231405,0.8313077297034517,0.7880408361691784,0.7647058823529411,0.8366553232863393,0.7647058823529411,0.7739426349052018,0.8415167719980554,0.7758872143898882,0.7802625182304327,0.8070004861448712,0.7428293631502187,0.7734564900340302,0.7739426349052018,0.8279047156052504,0.7729703451628586
0.7929022848808945,0.8070004861448712,0.8405444822557122,0.8415167719980554,0.8031113271754983,0.7758872143898882,0.8332523091881381,0.7569275644141954,0.7846378220709771,0.824501701507049,0.790957705396208,0.7841516771998055,0.8006806028196403,0.752552260573651,0.7778317938745746,0.7613028682547399,0.8181818181818182,0.7690811861934856
0.7783179387457463,0.808458920758386,0.8492950899368011,0.8356830335439961,0.8065143412736996,0.7447739426349052,0.8225571220223626,0.7627613028682547,0.7856101118133204,0.8327661643169665,0.7894992707826932,0.7797763733592611,0.810889645114244,0.7433155080213903,0.7695673310646572,0.7564414195430238,0.8240155566358774,0.774914924647545
0.7987360233349539,0.78852698104035,0.8536703937773457,0.8366553232863393,0.8074866310160428,0.7428293631502187,0.8332523091881381,0.7608167233835683,0.7792902284880895,0.8269324258629072,0.774914924647545,0.7778317938745746,0.8035974720466699,0.7491492464754497,0.7768595041322314,0.7593582887700535,0.825960136120564,0.7656781720952844
0.7948468643655809,0.7967914438502673,0.8502673796791443,0.8381137578998542,0.7958191541079241,0.7486631016042781,0.8381137578998542,0.7569275644141954,0.7831793874574623,0.822070977151191,0.7807486631016043,0.7836655323286339,0.797277588721439,0.7379679144385026,0.7690811861934856,0.7666504618376276,0.8235294117647058,0.7690811861934856
0.7899854156538648,0.8050559066601848,0.8478366553232863,0.839572192513369,0.8040836169178415,0.7656781720952844,0.8410306271268838,0.7520661157024794,0.7831793874574623,0.842002916869227,0.7899854156538648,0.7797763733592611,0.808458920758386,0.7467185221195917,0.7729703451628586,0.7603305785123967,0.825960136120564,0.7729703451628586
0.7875546912980068,0.8016528925619835,0.8473505104521147,0.839572192513369,0.8001944579484687,0.7403986387943607,0.8347107438016529,0.7501215362177929,0.7788040836169179,0.8405444822557122,0.7943607194944093,0.7807486631016043,0.8104035002430724,0.7462323772484201,0.772484200291687,0.7588721438988819,0.8230432668935342,0.7671366067087992
0.786096256684492,0.7924161400097229,0.8463782207097715,0.8376276130286825,0.8094312105007292,0.7506076810889645,0.8361691784151677,0.757413709285367,0.7836655323286339,0.8400583373845406,0.7846378220709771,0.777345649003403,0.8113757899854157,0.7467185221195917,0.766164316966456,0.7569275644141954,0.8274185707340788,0.7715119105493436
